"ISIL","機関名Institution name in Japanese","Institution name in English","機関名ヨミInstitution name in Japanese (kana form)","Postal code","都道府県Prefecture","市区町村City/Ward/Town/Village","町名番地Address","Telephone number","代表FAX番号Fax number","URL","旧ISIL Former ISIL","登録日","更新日"
"JP-1000125","美幌町図書館","Bihoro Public Library","ビホロチョウトショカン","092-0051","北海道","網走郡美幌町","字東1条北4丁目","0152-73-3016","0152-73-0223","http://www.town.bihoro.hokkaido.jp/library/index.htm",,2011/10/1 0:00:00,2013/4/25 0:00:00
"JP-1000126","斜里町立図書館","SHARICHORITSU Library","シャリチョウリツトショカン","099-4116","北海道","斜里郡斜里町","文光町51番地9","0152-23-3311","0152-23-0332","https://www.town.shari.hokkaido.jp/05institution/10kyouiku_bunka/catetemp3_institution/2017-0129-1216-46.html",,2011/10/1 0:00:00,2017/3/24 0:00:00
"JP-1000127","清里町図書館","KIYOSATOCHO Library","キヨサトチョウトショカン","099-4405","北海道","斜里郡清里町","羽衣町35","0152-25-2582","0152-22-4020","https://www.town.kiyosato.hokkaido.jp/gyousei/soshiki_shigoto/kyouikuiinkai/library/index.html",,2011/10/1 0:00:00,2020/2/20 0:00:00
"JP-1000128","町立小清水図書館","CHORITSUKOSHIMIZU Library","チョウリツコシミズトショカン","099-3642","北海道","斜里郡小清水町","南町2丁目27番7号","0152-62-2165","0152-62-3688","https://www.town.koshimizu.hokkaido.jp/library/",,2011/10/1 0:00:00,2021/3/29 0:00:00
"JP-1000129","訓子府町図書館","KUNNEPPUCHO Library","クンネップチョウトショカン","099-1433","北海道","常呂郡訓子府町","仲町42","0157-47-2700","0157-47-3015","https://www.town.kunneppu.hokkaido.jp/library/",,2011/10/1 0:00:00,2023/1/4 0:00:00
"JP-1000130","置戸町立図書館","OKETOCHO Library","オケトチョウリツトショカン","099-1118","北海道","常呂郡置戸町","字置戸445-2","0157-52-3202","0157-67-5016","http://www.town.oketo.hokkaido.jp/kyouiku_bunka/library/",,2011/10/1 0:00:00,2020/2/20 0:00:00
"JP-1000131","佐呂間町立図書館","Saroma Library","サロマチョウリツトショカン","093-0502","北海道","常呂郡佐呂間町","字永代町166番地の2","01587-2-2215","01587-2-2632","http://www.town.saroma.hokkaido.jp/shisetsu/library/",,2011/10/1 0:00:00,2023/1/4 0:00:00
"JP-1000132","遠軽町図書館","ENGARUCHO Library","エンガルチョウトショカン","099-0416","北海道","紋別郡遠軽町","大通南4丁目1-20","0158-42-3632","0158-49-2102","http://engaru.jp/asobu-manabu/14kyouiku/toshokanjouhou/oshirase.html",,2011/10/1 0:00:00,2017/2/28 0:00:00
"JP-1000133","生田原図書館","IKUTAHARA Library","イクタハラトショカン","099-0701","北海道","紋別郡遠軽町","生田原886","0158-45-2343","0158-45-2324","http://engaru.jp/asobu-manabu/14kyouiku/toshokanjouhou/oshirase.html",,2011/10/1 0:00:00,2017/2/28 0:00:00
"JP-1000134","湧別町湧別図書館","YUBETSUCHOYUBETSU Library","ユウベツチョウユウベツトショカン","099-6404","北海道","紋別郡湧別町","栄町219-1","01586-5-3122","01586-5-3256","http://www.town.yubetsu.lg.jp/st/lib/",,2011/10/1 0:00:00,2014/10/30 0:00:00
"JP-1000135","湧別町中湧別図書館","YUBETSUCHONAKAYUBETSU Library","ユウベツチョウナカユウベツトショカン","099-6329","北海道","紋別郡湧別町","中湧別中町3020-1","01586-2-3150","01586-2-3190","http://www.town.yubetsu.lg.jp/st/lib/",,2011/10/1 0:00:00,2014/10/30 0:00:00
"JP-1000136","滝上町図書館","Takinoue Town Library","タキノウエチョウトショカン","099-5605","北海道","紋別郡滝上町","栄町","0158-29-3735","0158-29-5012","http://lib2.net-bibai.co.jp/takinoue/",,2011/10/1 0:00:00,2014/10/30 0:00:00
"JP-1000137","興部町立図書館","OKOPPECHORITSU Library","オコッペチョウリツトショカン","098-1616","北海道","紋別郡興部町","字興部219-21","0158-82-4191","0158-82-4191","http://www.town.okoppe.lg.jp/library/",,2011/10/1 0:00:00,2014/10/30 0:00:00
"JP-1000138","雄武町図書館","OMUCHO Library","オウムチョウトショカン","098-1702","北海道","紋別郡","雄武町字雄武1031番地25","0158-84-2404","0158-84-2404","http://www.town.oumu.hokkaido.jp/hotnews/category/142.html",,2011/10/1 0:00:00,2020/3/9 0:00:00
"JP-1000139","大空町女満別図書館","OZORACHOMEMAMBETSU Library","オオゾラチョウメマンベツトショカン","099-2310","北海道","網走郡大空町","女満別本通1丁目1-3","0152-74-4650","0152-74-4820","http://www.library.town.ozora.hokkaido.jp/library/opac/",,2011/10/1 0:00:00,2013/4/26 0:00:00
"JP-1000140","大空町東藻琴図書館","OZORACHOHIGASHIMOKOTO Library","オオゾラチョウヒガシモコトトショカン","099-3213","北海道","網走郡大空町","東藻琴360-1","0152-66-2010","0152-66-2333","http://www.library.town.ozora.hokkaido.jp/library/opac/",,2011/10/1 0:00:00,2013/4/26 0:00:00
"JP-1000141","白老町立図書館","SHIRAOICHORITSU Library","シラオイチョウリツトショカン","059-0906","北海道","白老郡白老町","本町1丁目1-3","0144-82-3000","0144-82-5522","http://www.town.shiraoi.hokkaido.jp/bunya/tosyokan/",,2011/10/1 0:00:00,2013/4/26 0:00:00
"JP-1000142","むかわ町立穂別図書館","MUKAWACHORITSUHOBETSU Library","ムカワチョウリツホベツトショカン","054-0211","北海道","勇払郡むかわ町","穂別80","0145-45-2396","0145-45-2396","http://www.town.mukawa.lg.jp/2031.htm",,2011/10/1 0:00:00,2013/4/26 0:00:00
"JP-1000143","日高町立日高図書館郷土資料館","HIDAKACHORITSUHIDAKA Library KYODOSHIRYOKAN","ヒダカチョウリツヒダカトショカンキョウドシリョウカン","055-2301","北海道","沙流郡日高町","本町東1丁目297-29","01457-6-2469","01457-6-2469","",,2011/10/1 0:00:00,
"JP-1000144","日高町立門別図書館郷土資料館","Hidaka Mombetsu Town Library and Museum","ヒダカチョウリツモンベツトショカンキョウドシリョウカン","055-0004","北海道","沙流郡日高町","富川東1丁目3-1","01456-2-3746","01456-2-3711","https://www.lib-eye.net/hidaka-hokkaido/",,2011/10/1 0:00:00,2022/6/28 0:00:00
"JP-1000145","平取町立図書館","BIRATORICHORITSU Library","ビラトリチョウリツトショカン","055-0107","北海道","沙流郡平取町","本町35-1","01457-4-6666","01457-4-6871","http://www.town.biratori.hokkaido.jp/kyouiku/gakkou_library/",,2011/10/1 0:00:00,2017/7/3 0:00:00
"JP-1000146","浦河町立図書館","URAKAWACHORITSU Library","ウラカワチョウリツトショカン","057-0013","北海道","浦河郡浦河町","大通3丁目52","0146-22-2347","0146-22-6683","http://www.town.urakawa.hokkaido.jp/sports-culture/library/index.html",,2011/10/1 0:00:00,2013/4/26 0:00:00
"JP-1000147","町立様似図書館","Samani Library","チョウリツサマニトショカン","058-0014","北海道","様似郡様似町","大通1丁目25-1","0146-36-4181","0146-36-4116","http://www.samani.jp/kyouiku/library/",,2011/10/1 0:00:00,2016/6/7 0:00:00
"JP-1000149","新ひだか町図書館三石分館","SHINHIDAKACHO Library MITSUISHIBUNKAN","シンヒダカチョウトショカンミツイシブンカン","059-3108","北海道","日高郡新ひだか町","三石本町212","0146-33-2051","0146-33-2119","https://www.shinhidaka.library.ne.jp/facilities/facilities_bunkan/",,2011/10/1 0:00:00,2022/12/12 0:00:00
"JP-1000150","音更町図書館","Otofuke Library","オトフケチョウトショカン","080-0302","北海道","河東郡音更町","木野西通15丁目7","0155-32-2424","0155-32-2566","https://www.town.otofuke.hokkaido.jp/machi/shisetsu/shisetsu/toshokan-syoukai.html",,2011/10/1 0:00:00,2022/12/12 0:00:00
"JP-1000151","音更町図書館分館","OTOFUKECHO Library BUNKAN","オトフケチョウトショカンブンカン","080-0101","北海道","河東郡音更町","大通6丁目6","0155-32-4688","0155-32-4688","https://www.town.otofuke.hokkaido.jp/machi/shisetsu/shisetsu/toshokan-syoukai.html",,2011/10/1 0:00:00,2022/12/12 0:00:00
"JP-1000152","士幌町したしみ図書館","SHIHOROCHOSHITASHIMI Library","シホロチョウシタシミトショカン","080-1200","北海道","河東郡士幌町","字士幌幹線167","01564-5-4733","","https://www.shihoro.jp/education/category/?category=27",,2011/10/1 0:00:00,2022/12/12 0:00:00
"JP-1000153","上士幌町図書館","KAMISHIHOROCHO Library","カミシホロチョウトショカン","080-1408","北海道","河東郡上士幌町","字上士幌東3線237","01564-2-4634","01564-2-3180","http://www.kamishihoro.jp/sp/library",,2011/10/1 0:00:00,2013/4/26 0:00:00
"JP-1000154","鹿追町図書館","SHIKAOICHO Library","シカオイチョウトショカン","081-0222","北海道","河東郡鹿追町","東町1丁目38","0156-69-7170","0156-69-7170","http://www.town.shikaoi.lg.jp/kosoado/geijyutsu-bunka-sports/shisetsu/geijyutsu-bunkashisetsu/toshokan/",,2011/10/1 0:00:00,2013/4/26 0:00:00
"JP-1000155","新得町図書館","Shintoku Town Library","シントクチョウトショカン","081-0012","北海道","上川郡新得町","2条南3丁目","0156-64-5406","0156-64-3109","http://www.shintoku-town.jp/kyouiku/shougaigakushuu/toshokan",,2011/10/1 0:00:00,2013/4/26 0:00:00
"JP-1000156","清水町図書館","Shimizu Public Library","シミズチョウトショカン","089-0112","北海道","上川郡清水町","南4条1丁目2","0156-62-3030","0156-62-4849","http://www.town.shimizu.hokkaido.jp/town/details/post-5.html",,2011/10/1 0:00:00,2016/6/7 0:00:00
"JP-1000157","芽室町図書館","MEMUROCHO Library","メムロチョウトショカン","082-0014","北海道","河西郡芽室町","東4条3丁目6-1","0155-62-1166","0155-62-6518","http://www.memuro-lib.net",,2011/10/1 0:00:00,2013/4/26 0:00:00
"JP-1000158","大樹町図書館","TAIKICHO Library","タイキチョウトショカン","089-2132","北海道","広尾郡大樹町","双葉町6-1","01558-6-3445","01558-6-3445","http://www.town.taiki.hokkaido.jp/soshiki/tosho/",,2011/10/1 0:00:00,2014/10/31 0:00:00
"JP-1000159","広尾町立図書館","HIROCHORITSU Library","ヒロオチョウリツトショカン","089-2602","北海道","広尾郡広尾町","東2条10丁目1","01558-2-2141","01558-2-0808","https://www.town.hiroo.lg.jp/kyouiku/toshokan/",,2011/10/1 0:00:00,2022/12/12 0:00:00
"JP-1000160","幕別町図書館","Makubetsu Community Library","マクベツチョウトショカン","089-0611","北海道","中川郡幕別町","新町122-7","0155-54-4488","0155-54-4920","http://mcl.makubetsu.jp/",,2011/10/1 0:00:00,2014/10/31 0:00:00
"JP-1000161","幕別町図書館札内分館","MAKUBETSUCHO Library SATSUNAIBUNKAN","マクベツチョウトショカンサツナイブンカン","089-0563","北海道","中川郡幕別町","字千住180-1(幕別町百年記念ホール内)","0155-56-4888","0155-56-8602","http://mcl.makubetsu.jp/",,2011/10/1 0:00:00,2014/10/31 0:00:00
"JP-1000162","幕別町図書館忠類分館","MAKUBETSUCHO Library CHURUIBUNKAN","マクベツチョウトショカンチュウルイブンカン","089-1701","北海道","中川郡幕別町","忠類白銀町384-10 忠類ふれあいセンター福寿内","01558-8-2930","01558-8-3910","http://mcl.makubetsu.jp/",,2011/10/1 0:00:00,2014/10/31 0:00:00
"JP-1000163","池田町立図書館","IKEDACHORITSU Library","イケダチョウリツトショカン","083-0021","北海道","中川郡池田町","字西1条1丁目地先","015-572-6006","015-572-2828","http://www.ikeda-dreamwork.com/ikeda-library/index.html",,2011/10/1 0:00:00,2013/4/26 0:00:00
"JP-1000164","豊頃町図書館","TOYOKOROCHO Library","トヨコロチョウトショカン","089-5312","北海道","中川郡豊頃町","茂岩本町166 える夢館","015-579-5802","015-579-5804","http://www.toyokoro.jp/bunya/G4_1/",,2011/10/1 0:00:00,2014/10/31 0:00:00
"JP-1000165","本別町図書館","HOMBETSUCHO Library","ホンベツチョウトショカン","089-3392","北海道","中川郡本別町","北2-4-2","0156-22-5112","0156-22-5112","https://www.town.honbetsu.hokkaido.jp/web/education/details/libraryguide.html",,2011/10/1 0:00:00,2022/8/15 0:00:00
"JP-1000166","浦幌町立図書館","URAHOROCHORITSU Library","ウラホロチョウリツトショカン","089-5614","北海道","十勝郡浦幌町","字桜町16-1","015-576-5833","015-576-5834","https://www.urahoro.jp/chosya_shisetsu/kokyoriyo/library/",,2011/10/1 0:00:00,2014/10/31 0:00:00
"JP-1000167","厚岸情報館","Akkeshi information Library","アッケシジョウホウカン","088-1124","北海道","厚岸郡厚岸町","宮園1丁目1番地","0153-52-2246","0153-53-2111","https://lib.town.akkeshi.hokkaido.jp/jouhoukan/",,2011/10/1 0:00:00,2013/4/26 0:00:00
"JP-1000168","厚岸情報館分館","Akkeshi information branch Library","アッケシジョウホウカンブンカン","088-1115","北海道","厚岸郡厚岸町","梅香2丁目1番地","0153-52-2213","0153-52-2213","https://lib.town.akkeshi.hokkaido.jp/jouhoukan/topPage",,2011/10/1 0:00:00,2013/4/26 0:00:00
"JP-1000169","標茶町図書館","SHIBECHACHO Library","シベチャチョウトショカン","088-2312","北海道","川上郡標茶町","川上1丁目20","015-485-2300","015-485-2609","http://www.town.shibecha.hokkaido.jp/~lib/",,2011/10/1 0:00:00,2013/4/26 0:00:00
"JP-1000170","弟子屈町図書館","TESHIKAGACHO Library","テシカガチョウトショカン","088-3211","北海道","川上郡弟子屈町","中央2丁目4-1","015-482-1616","015-482-1617","http://www.town.teshikaga.hokkaido.jp/03kyouiku/30syougai/20toshokan/",,2011/10/1 0:00:00,2017/1/23 0:00:00
"JP-1000171","別海町図書館","BEKKAICHO Library","ベッカイチョウトショカン","086-0201","北海道","野付郡別海町","別海宮舞町30","0153-75-2266","0153-75-0506","http://tosyo.betsukai.jp/",,2011/10/1 0:00:00,2013/4/26 0:00:00
"JP-1000172","中標津町図書館","NAKASHIBETSUCHO Library","ナカシベツチョウトショカン","086-1002","北海道","標津郡中標津町","東2条南3丁目1番地1","0153-73-1121","0153-72-2266","http://www.zncs.or.jp/library/index.html",,2011/10/1 0:00:00,2014/10/31 0:00:00
"JP-1000173","標津町図書館","Shibetsu Town Library","シベツチョウトショカン","086-1651","北海道","標津郡標津町","南1条西2丁目1-1-2","0153-82-2074","0153-85-7030","http://www.shibetsutown.jp/culture/toshokan/",,2011/10/1 0:00:00,2014/10/31 0:00:00
"JP-1000174","ふきのとう子ども図書館","FUKINOTOKODOMO Library","フキノトウコドモトショカン","060-0006","北海道","札幌市中央区","北6条西12丁目8-3","011-222-4839","011-222-4800","http://fukinotou.org/",,2011/10/1 0:00:00,2014/5/22 0:00:00
"JP-1000175","青森県立図書館","Aomori Prefectural Library","アオモリケンリツトショカン","030-0184","青森県","青森市","荒川字藤戸119-7","017-739-4211","017-739-8353","http://www.plib.pref.aomori.lg.jp/",,2011/10/1 0:00:00,2013/3/28 0:00:00
"JP-1000176","青森市民図書館","Aomori City Library","アオモリシミントショカン","030-0801","青森県","青森市","新町1丁目3-7","017-776-2455","017-776-2400","https://www.library.city.aomori.aomori.jp/acl/index.html",,2011/10/1 0:00:00,2019/5/31 0:00:00
"JP-1000177","弘前市立弘前図書館","Hirosaki City Public Library","ヒロサキシリツヒロサキトショカン","036-8356","青森県","弘前市","下白銀町2番地1","0172-32-3794","0172-36-8360","http://www.city.hirosaki.aomori.jp/tosho/",,2011/10/1 0:00:00,2017/3/23 0:00:00
"JP-1000178","弘前市立岩木図書館","HIROSAKISHIRITSUIWAKI Library","ヒロサキシリツイワキトショカン","036-1313","青森県","弘前市","賀田1丁目18-3","0172-82-1651","0172-82-5150","http://www.city.hirosaki.aomori.jp/tosho/",,2011/10/1 0:00:00,2017/3/23 0:00:00
"JP-1000180","八戸市立図書館","Hachinohe City Public Library","ハチノヘシリツトショカン","031-0022","青森県","八戸市","大字糠塚字下道2-1","0178-22-0266","0178-71-1312","http://www.lib.hachinohe.aomori.jp",,2011/10/1 0:00:00,2013/4/30 0:00:00
"JP-1000181","八戸市図書情報センター","HACHINOHESHITOSHOJOHOSENTA","ハチノヘシトショジョウホウセンター","039-1101","青森県","八戸市","大字尻内町字館田1-1　八戸駅ビル（うみねこプラザ1）1階","0178-70-2600","0178-70-2601","http://www.lib.hachinohe.aomori.jp",,2011/10/1 0:00:00,2012/3/30 0:00:00
"JP-1000182","八戸市立南郷図書館","HACHINOHESHIRITSUNANGO Library","ハチノヘシリツナンゴウトショカン","031-0111","青森県","八戸市","南郷区大字市野沢字中市野沢39-1","0178-60-8100","","http://www.lib.hachinohe.aomori.jp",,2011/10/1 0:00:00,
"JP-1000183","五所川原市立図書館","Goshogawara City Library","ゴショガワラシリツトショカン","037-0046","青森県","五所川原市","字栄町119","0173-34-4334","0173-34-3256","https://www.city.goshogawara.lg.jp/lib/",,2011/10/1 0:00:00,2022/3/25 0:00:00
